Sortierung,Ebene,Landesverband / Schule,Geschäftsstelle,Ortsverband,Kürzel,Gründungsdatum,Name 1,Name 2,Strasse,PLZ,Ort,Länge,Breite,Bundesland,Regierungsbezirk,Kreis
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Merzig,Saarwellingen,OSAW,18.10.1958,Der Ortsbeauftragte für Saarwellingen,,Lachwald,66793,Saarwellingen,6.805946,49.335847,Saarland, ,Saarlouis
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Merzig,St. Wendel,OWED,18.03.1959,Der Ortsbeauftragte für St. Wendel,,Essener Straße 9,66606,St. Wendel,7.1403,49.464151,Saarland, ,Sankt Wendel
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Merzig,Theley,OTHE,24.03.1962,Der Ortsbeauftragte für Theley,,Oberst Reitzwies 12,66636,Tholey,7.027461,49.494392,Saarland, ,Sankt Wendel
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Merzig,Wadern,OWAD,01.03.1960,Der Ortsbeauftragte für Wadern,,Am Lottenbruch,66687,Wadern,6.87922,49.538191,Saarland, ,Merzig-Wadern
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Bad Bergzabern,OZAB,01.10.1962,Der Ortsbeauftragte für Bad Bergzabern,,Steinfelderstraße 42,76887,Bad Bergzabern,8.004006,49.095416,Rheinland-Pfalz, ,Südliche Weinstraße
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Germersheim,OGHE,12.09.1961,Der Ortsbeauftragte für Germersheim,,Heilbronnerstraße 2,76726,Germersheim,8.382161,49.22871,Rheinland-Pfalz, ,Germersheim
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Hauenstein,OHEN,18.03.1964,Der Ortsbeauftragte für Hauenstein,,Pirminiusstraße 12,76846,Hauenstein,7.845363,49.19252,Rheinland-Pfalz, ,Südwestpfalz
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Kaiserslautern,OKAI,01.09.1952,Der Ortsbeauftragte für Kaiserslautern,,Ludwigshafener Straße 100,67657,Kaiserslautern,7.820495,49.458048,Rheinland-Pfalz, ,Kaiserslautern
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Landau,OLDA,01.01.1955,Der Ortsbeauftragte für Landau,,Landkommissärstraße 1,76829,Landau,8.164323,49.201873,Rheinland-Pfalz, ,Südliche Weinstraße
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Neustadt a.d.W.,OADW,17.06.1953,Der Ortsbeauftragte für Neustadt a.d.W.,,Flugplatzstraße 90,67435,Neustadt a. d. Weinstraße,8.218847,49.323993,Rheinland-Pfalz, ,Neustadt a. d. Weinstraße
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Pirmasens,OPSE,01.12.1953,Der Ortsbeauftragte für Pirmasens,,Postfach 2837,66934,Pirmasens,7.59778,49.203006,Rheinland-Pfalz, ,Pirmasens
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Speyer,OSPY,04.12.1954,Der Ortsbeauftragte für Speyer,,Industriestraße 9,67346,Speyer,8.445673,49.307778,Rheinland-Pfalz, ,Speyer
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,Zweibrücken,OZWE,01.10.1953,Der Ortsbeauftragte für Zweibrücken,,Amerikastraße 51,66482,Zweibrücken,7.361475,49.262689,Rheinland-Pfalz, ,Zweibrücken
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Blieskastel,OBLI,09.11.1962,Der Ortsbeauftragte für Blieskastel,,Saar-Pfalz-Straße 57 a,66440,Blieskastel,7.189086,49.217564,Saarland, ,Saarpfalz-Kreis
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Friedrichsthal,OFTH,09.01.1959,Der Ortsbeauftragte für Friedrichsthal,,Ostschachtstraße 23,66299,Friedrichsthal,7.083668,49.320787,Saarland, ,Stadtverband Saarbrücken
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Heusweiler,OHEU,,Der Ortsbeauftragte für Heusweiler,,Eisenbahnstraße 9,66265,Heusweiler,6.933221,49.338421,Saarland, ,Stadtverband Saarbrücken
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Homburg,OHBU,15.01.1959,Der Ortsbeauftragte für Homburg,,In den Rohrwiesen 12,66424,Homburg,7.34417,49.33636,Saarland, ,Saarpfalz-Kreis
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Illingen,OILL,,Der Ortsbeauftragte für IIlingen,,An der Schmelz 2,66557,Illingen,7.05613,49.37423,Saarland, ,Neunkirchen
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Neunkirchen (Saar),ONKI,16.10.1958,Der Ortsbeauftragte für Neunkirchen,,Betzenhölle 27,66538,Neunkirchen,7.163503,49.334221,Saarland, ,Neunkirchen
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Riegelsberg,ORGB,13.12.1958,Der Ortsbeauftragte für Riegelsberg,,Wolfskaulstraße 58 B,66292,Riegelsberg,6.937922,49.297686,Saarland, ,Stadtverband Saarbrücken
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Saarbrücken,OSBR,07.10.1958,Der Ortsbeauftragte für Saarbrücken,,Im Weyerbachtal 22a,66115,Saarbrücken,6.941763,49.253179,Saarland, ,Stadtverband Saarbrücken
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Spiesen-Elversberg,OSPI,16.11.1971,Der Ortsbeauftragte für Spiesen-Elversberg,,Am Wildbertsstock,66583,Spiesen-Elversberg,7.144353,49.307584,Saarland, ,Neunkirchen
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,St. Ingbert,OINB,06.05.1958,Der Ortsbeauftragte für St. Ingbert,,Oststraße 10,66386,St. Ingbert,7.13061,49.281421,Saarland, ,Saarpfalz-Kreis
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Sulzbach,OSUZ,13.01.1959,Der Ortsbeauftragte für Sulzbach,,Wiesenstraße 50,66280,Sulzbach,7.074721,49.310462,Saarland, ,Stadtverband Saarbrücken
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,Völklingen-Püttlingen,OVOE,24.07.1958,Der Ortsbeauftragte für Völklingen-Püttlingen,,Zum Wasserwerk,66333,Völklingen,6.858497,49.259679,Saarland, ,Stadtverband Saarbrücken
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Bitburg,OBIT,01.07.1956,Der Ortsbeauftragte für Bitburg,,Wittlicher Straße 36,54634,Bitburg,6.533124,49.979635,Rheinland-Pfalz, ,Eifelkreis Bitburg-Prüm
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Cochem,OCOC,01.04.1963,Der Ortsbeauftragte für Cochem,,August-Horch-Straße 6,56812,Cochem,7.145314,50.130358,Rheinland-Pfalz, ,Cochem-Zell
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Daun-Vulkaneifel,ODOC,01.09.1989,Der Ortsbeauftragte für Daun-Vulkaneifel,,Mehrener Straße 38,54550,Daun,6.841193,50.195113,Rheinland-Pfalz, ,Vulkaneifel
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Hermeskeil,OHER,01.06.1971,Der Ortsbeauftragte für Hermeskeil,,Raiffeisenstraße 11,54411,Hermeskeil,6.949887,49.663538,Rheinland-Pfalz, ,Trier-Saarburg
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Prüm,OPRU,01.04.1965,Der Ortsbeauftragte für Prüm,,Jakob-Fugger-Straße,54595,Prüm,6.443677,50.215736,Rheinland-Pfalz, ,Eifelkreis Bitburg-Prüm
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Saarburg,OSAB,01.05.1954,Der Ortsbeauftragte für Saarburg,,Irscher Straße 36,54439,Saarburg,6.566689,49.6059,Rheinland-Pfalz, ,Trier-Saarburg
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Trier,OTRI,15.10.1952,Der Ortsbeauftragte für Trier,,Peter-Schröder-Straße 16,54294,Trier,6.616267,49.751497,Rheinland-Pfalz, ,Trier
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Wittlich,OWII,01.05.1962,Der Ortsbeauftragte für Wittlich,,Röntgenstraße 5,54516,Wittlich,6.9032972,49.9789142,Rheinland-Pfalz, ,Bernkastel-Wittlich
1,OV,"Hessen, Rheinland-Pfalz, Saarland",Trier,Zell,OZEL,01.07.1967,Der Ortsbeauftragte für Zell,,Am Meerpool,56856,Zell,7.159754,50.032097,Rheinland-Pfalz, ,Cochem-Zell
1,OV,Nordrhein-Westfalen,Aachen,Aachen,OAAC,16.09.1962,Der Ortsbeauftragte für Aachen,,Eckenerstraße 52,52078,Aachen,6.158488,50.756488,Nordrhein-Westfalen,Köln,Aachen
1,OV,Nordrhein-Westfalen,Aachen,Alsdorf,OALS,15.09.1977,Der Ortsbeauftragte für Alsdorf,,Alte Wardener Straße 147,52477,Alsdorf,6.205881,50.859873,Nordrhein-Westfalen,Köln,Aachen
1,OV,Nordrhein-Westfalen,Aachen,Düren,ODNR,10.12.1952,Der Ortsbeauftragte für Düren,,Am Ellernbusch 27,52355,Düren,6.468286,50.795045,Nordrhein-Westfalen,Köln,Düren
1,OV,Nordrhein-Westfalen,Aachen,Eschweiler,OESW,09.09.1953,Der Ortsbeauftragte für Eschweiler,,Florianweg 3,52249,Eschweiler,6.256192,50.810641,Nordrhein-Westfalen,Köln,Aachen
1,OV,Nordrhein-Westfalen,Aachen,Euskirchen,OEUK,26.08.1953,Der Ortsbeauftragte für Euskirchen,,Otto-Lilienthal-Straße 21,53879,Euskirchen,6.7887652,50.6533185,Nordrhein-Westfalen,Köln,Euskirchen
1,OV,Nordrhein-Westfalen,Aachen,Herzogenrath,OHRT,25.04.1975,Der Ortsbeauftragte für Herzogenrath,,Am Wasserturm 14,52134,Herzogenrath,6.1225005,50.8857877,Nordrhein-Westfalen,Köln,Aachen
1,OV,Nordrhein-Westfalen,Aachen,Hürtgenwald,OHUR,01.01.1974,Der Ortsbeauftragte für Hürtgenwald,,Auf dem Stückchen,52393,Hürtgenwald,6.429345,50.695503,Nordrhein-Westfalen,Köln,Düren
1,OV,Nordrhein-Westfalen,Aachen,Jülich,OJUE,15.09.1953,Der Ortsbeauftragte für Jülich,,Rathausstraße 18,52428,Jülich,6.324713,50.924463,Nordrhein-Westfalen,Köln,Düren
1,OV,Nordrhein-Westfalen,Aachen,Nörvenich,ONOV,15.06.1978,Der Ortsbeauftragte für Nörvenich,,Dresdener Straße 2,52388,Nörvenich,6.637491,50.808708,Nordrhein-Westfalen,Köln,Düren
1,OV,Nordrhein-Westfalen,Aachen,Schleiden,OSLE,01.01.1965,Der Ortsbeauftragte für Schleiden,,Weierstraße 8,53937,Schleiden,6.466881,50.512215,Nordrhein-Westfalen,Köln,Euskirchen
1,OV,Nordrhein-Westfalen,Aachen,Simmerath,OSIR,12.09.1961,Der Ortsbeauftragte für Simmerath,,Hoscheiterstraße 2,52152,Simmerath,6.272042,50.632087,Nordrhein-Westfalen,Köln,Aachen
1,OV,Nordrhein-Westfalen,Aachen,Stolberg,OSTB,19.05.1952,Der Ortsbeauftragte für Stolberg,,Oststraße 63,52222,Stolberg (Rhld.),6.229323,50.780337,Nordrhein-Westfalen,Köln,Aachen
1,OV,Nordrhein-Westfalen,Arnsberg,Arnsberg,OARN,27.08.1952,Der Ortsbeauftragte für Arnsberg,,Niedereimerfeld 19b,59823,Arnsberg,8.038909,51.421216,Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis
1,OV,Nordrhein-Westfalen,Arnsberg,Brilon,OBRI,28.08.1971,Der Ortsbeauftragte für Brilon,,Freiladestraße 13,59929,Brilon,8.575854,51.397466,Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis
1,OV,Nordrhein-Westfalen,Arnsberg,Büren,OBNU,01.01.1956,Der Ortsbeauftragte für Büren,,Buschenbach 16,33142,Büren,8.568031,51.497761,Nordrhein-Westfalen,Detmold,Paderborn
1,OV,Nordrhein-Westfalen,Arnsberg,Hallenberg-Hesborn,OHAH,16.08.1968,Der Ortsbeauftragte für Hallenberg-Hesborn,,Kirchweg 8,59969,Hallenberg,8.625285,51.150352,Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis
1,OV,Nordrhein-Westfalen,Arnsberg,Höxter,OHXT,01.10.1952,Der Ortsbeauftragte für Höxter,,Corveyer Allee 29,37671,Höxter,9.395964,51.77789,Nordrhein-Westfalen,Detmold,Höxter
1,OV,Nordrhein-Westfalen,Arnsberg,Lippstadt,OLIP,02.12.1953,Der Ortsbeauftragte für Lippstadt,,Westernkötterstraße 185,59557,Lippstadt,8.356584,51.655949,Nordrhein-Westfalen,Arnsberg,Soest
1,OV,Nordrhein-Westfalen,Arnsberg,Meschede,OMES,01.01.1963,Der Ortsbeauftragte für Meschede,,Le-Puy-Straße 25a,59872,Meschede,8.276617,51.349395,Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis
1,OV,Nordrhein-Westfalen,Arnsberg,Paderborn,OPAD,03.09.1952,Der Ortsbeauftragte für Paderborn,,Senefelder Straße 12a,33100,Paderborn,8.790104,51.733492,Nordrhein-Westfalen,Detmold,Paderborn
1,OV,Nordrhein-Westfalen,Arnsberg,Soest,OSOS,06.10.1953,Der Ortsbeauftragte für Soest,,Postfach 22 30,59482,Soest,8.099597,51.57587,Nordrhein-Westfalen,Arnsberg,Soest
1,OV,Nordrhein-Westfalen,Arnsberg,Warburg,OWAB,14.01.1957,Der Ortsbeauftragte für Warburg,,Johannistorstraße 45,34414,Warburg,9.1444,51.481146,Nordrhein-Westfalen,Detmold,Höxter
1,OV,Nordrhein-Westfalen,Bielefeld,Bielefeld,OBLE,15.08.1952,Der Ortsbeauftragte für Bielefeld,,Friedrich-Hagemann-Straße 32,33719,Bielefeld,8.583076,52.01628,Nordrhein-Westfalen,Detmold,Bielefeld
1,OV,Nordrhein-Westfalen,Bielefeld,Bünde,OBUD,19.08.1972,Der Ortsbeauftragte für Bünde,,Daimlerstraße 20,32257,Bünde,8.534236,52.199509,Nordrhein-Westfalen,Detmold,Herford
1,OV,Nordrhein-Westfalen,Bielefeld,Detmold,ODED,02.09.1952,Der Ortsbeauftragte für Detmold,,Windmeierweg 8,32758,Detmold,8.84058,51.9611,Nordrhein-Westfalen,Detmold,Lippe
1,OV,Nordrhein-Westfalen,Bielefeld,Gütersloh,OGLH,01.01.1953,Der Ortsbeauftragte für Gütersloh,,Am Coesfeld 11 a,33334,Gütersloh,8.420865,51.885526,Nordrhein-Westfalen,Detmold,Gütersloh
1,OV,Nordrhein-Westfalen,Bielefeld,Halle,OHAE,10.05.1972,Der Ortsbeauftragte für Halle,,Pappelstraße 13,33790,Halle,8.361519,52.027145,Nordrhein-Westfalen,Detmold,Gütersloh
1,OV,Nordrhein-Westfalen,Bielefeld,Herford,OHFD,01.09.1952,Der Ortsbeauftragte für Herford,,Ackerstraße 19,32051,Herford,8.65252,52.127709,Nordrhein-Westfalen,Detmold,Herford
1,OV,Nordrhein-Westfalen,Bielefeld,Lemgo,OLEM,24.10.1952,Der Ortsbeauftragte für Lemgo,,Steinweg 16,32657,Lemgo,8.890739,52.02711,Nordrhein-Westfalen,Detmold,Lippe
1,OV,Nordrhein-Westfalen,Bielefeld,Lübbecke,OLCK,01.01.1964,Der Ortsbeauftragte für Lübbecke,,Am Zollamt 7,32312,Lübbecke,8.634539,52.309597,Nordrhein-Westfalen,Detmold,Minden-Lübbecke
1,OV,Nordrhein-Westfalen,Bielefeld,Minden,OMDN,01.08.1952,Der Ortsbeauftragte für Minden,,Artilleriestraße 15,32427,Minden,8.905161,52.29709,Nordrhein-Westfalen,Detmold,Minden-Lübbecke
1,OV,Nordrhein-Westfalen,Bielefeld,Vlotho,OVLO,01.06.1953,Der Ortsbeauftragte für Vlotho,,Bleichstraße 62,32545,Bad Oeynhausen,8.811024,52.180336,Nordrhein-Westfalen,Detmold,Minden-Lübbecke
1,OV,Nordrhein-Westfalen,Bochum,Bochum,OBOM,21.04.1952,Der Ortsbeauftragte für Bochum,,Harpener Feld 1-3,44805,Bochum,7.258699,51.498234,Nordrhein-Westfalen,Arnsberg,Bochum
1,OV,Nordrhein-Westfalen,Bochum,Hagen,OHAG,01.08.1952,Der Ortsbeauftragte für Hagen,,Lütkenheider Straße 2,58099,Hagen,7.460957,51.390599,Nordrhein-Westfalen,Arnsberg,Hagen
1,OV,Nordrhein-Westfalen,Bochum,Hattingen,OHAI,04.09.1953,Der Ortsbeauftragte für Hattingen,,Schmiedestr. 13,45527,Hattingen,7.19099,51.41518,Nordrhein-Westfalen,Arnsberg,Ennepe-Ruhr-Kreis
1,OV,Nordrhein-Westfalen,Bochum,Herne,OHEE,02.03.1952,Der Ortsbeauftragte für Herne,,Castroper Straße 56,44628,Herne,7.247762,51.549691,Nordrhein-Westfalen,Arnsberg,Herne
1,OV,Nordrhein-Westfalen,Bochum,Remscheid,OREM,01.01.1953,Der Ortsbeauftragte für Remscheid,,Auf dem Knapp  21,42855,Remscheid,7.230227,51.182841,Nordrhein-Westfalen,Düsseldorf,Remscheid
1,OV,Nordrhein-Westfalen,Bochum,Schwelm,OSEM,01.01.1955,Der Ortsbeauftragte für Schwelm,,Am Ochsenkamp 75,58332,Schwelm,7.279747,51.287697,Nordrhein-Westfalen,Arnsberg,Ennepe-Ruhr-Kreis
1,OV,Nordrhein-Westfalen,Bochum,Wanne-Eickel,OWAC,01.09.1952,Der Ortsbeauftragte für Wanne-Eickel,,Plutostraße 15,44651,Herne,7.152844,51.521494,Nordrhein-Westfalen,Arnsberg,Herne
1,OV,Nordrhein-Westfalen,Bochum,Wetter,OWET,01.04.1957,Der Ortsbeauftragte für Wetter,,Voßhöfener Straße 311,58300,Wetter,7.367909,51.390527,Nordrhein-Westfalen,Arnsberg,Ennepe-Ruhr-Kreis
1,OV,Nordrhein-Westfalen,Bochum,Witten,OWTN,01.10.1953,Der Ortsbeauftragte für Witten,,Liegnitzer Straße 4,58454,Witten,7.350586,51.456234,Nordrhein-Westfalen,Arnsberg,Ennepe-Ruhr-Kreis
1,OV,Nordrhein-Westfalen,Bochum,Wuppertal,OWUP,30.04.1952,Der Ortsbeauftragte für Wuppertal,,Otto-Hahn-Straße 22,42369,Wuppertal,7.215305,51.233377,Nordrhein-Westfalen,Düsseldorf,Wuppertal
1,OV,Nordrhein-Westfalen,Dortmund,Altena,OALN,13.03.1958,Der Ortsbeauftragte für Altena,,Brachtenbecker Weg 132,58762,Altena,7.648235,51.294106,Nordrhein-Westfalen,Arnsberg,Märkischer Kreis
1,OV,Nordrhein-Westfalen,Dortmund,Balve,OBAV,09.10.1963,Der Ortsbeauftragte für Balve,,Glärbach 15,58802,Balve,7.868429,51.342371,Nordrhein-Westfalen,Arnsberg,Märkischer Kreis
1,OV,Nordrhein-Westfalen,Dortmund,Dortmund,ODOR,04.06.1952,Der Ortsbeauftragte für Dortmund,,Niedersachsenweg 14,44143,Dortmund,7.525417,51.528822,Nordrhein-Westfalen,Arnsberg,Dortmund
1,OV,Nordrhein-Westfalen,Dortmund,Halver,OHAV,24.06.1964,Der Ortsbeauftragte für Halver,,Löhbacher Straße 3,58553,Halver,7.491215,51.193283,Nordrhein-Westfalen,Arnsberg,Märkischer Kreis
1,OV,Nordrhein-Westfalen,Dortmund,Hamm,OHAM,01.08.1952,Der Ortsbeauftragte für Hamm,,Östingstraße 47,59063,Hamm,7.806462,51.65891,Nordrhein-Westfalen,Arnsberg,Hamm
1,OV,Nordrhein-Westfalen,Dortmund,Iserlohn,OISR,01.07.1972,Der Ortsbeauftragte für Iserlohn,,Kalthofer Feld 7,58640,Iserlohn,7.673261,51.424912,Nordrhein-Westfalen,Arnsberg,Märkischer Kreis
1,OV,Nordrhein-Westfalen,Dortmund,Kamen-Bergkamen,OBKA,02.09.1953,Der Ortsbeauftragte für Kamen-Bergkamen,,Werner Straße 6,59192,Bergkamen,7.662218,51.605712,Nordrhein-Westfalen,Arnsberg,Unna
1,OV,Nordrhein-Westfalen,Dortmund,Lüdenscheid,OLUS,25.09.1952,Der Ortsbeauftragte für Lüdenscheid,,Wefelshohler Straße 40,58511,Lüdenscheid,7.652586,51.211818,Nordrhein-Westfalen,Arnsberg,Märkischer Kreis
1,OV,Nordrhein-Westfalen,Dortmund,Lünen,OLUN,02.03.1953,Der Ortsbeauftragte für Lünen,,Frydagstraße 22,44536,Lünen,7.473312,51.613114,Nordrhein-Westfalen,Arnsberg,Unna
1,OV,Nordrhein-Westfalen,Dortmund,Unna-Schwerte,OUNA,01.02.1953,Der Ortsbeauftragte für Unna,,Florianstraße 15,59423,Unna,7.662196,51.524155,Nordrhein-Westfalen,Arnsberg,Unna
1,OV,Nordrhein-Westfalen,Dortmund,Werne,OWEE,03.01.1967,Der Ortsbeauftragte für Werne,,Südring 3a,59368,Werne,7.63352,51.65418,Nordrhein-Westfalen,Arnsberg,Unna
1,OV,Nordrhein-Westfalen,Düsseldorf,Düsseldorf,ODUE,01.04.1952,Der Ortsbeauftragte für Düsseldorf,,Oberhausener Straße 14,40472,Düsseldorf,6.820534,51.271588,Nordrhein-Westfalen,Düsseldorf,Düsseldorf
1,OV,Nordrhein-Westfalen,Düsseldorf,Duisburg,ODUI,01.01.1952,Der Ortsbeauftragte für Duisburg,,Sternstraße 103,47249,Duisburg,6.775473,51.389605,Nordrhein-Westfalen,Düsseldorf,Duisburg
1,OV,Nordrhein-Westfalen,Düsseldorf,Haan,OHAA,15.07.1968,Der Ortsbeauftragte für Haan,,Leichtmetallstraße 6,42781,Haan,7.004872,51.218154,Nordrhein-Westfalen,Düsseldorf,Mettmann
1,OV,Nordrhein-Westfalen,Düsseldorf,Heiligenhaus/Wülfrath,OHGH,30.04.1971,Der Ortsbeauftragte für Heilgenhaus/Wülfrath,,Untere Industriestraße 26,42579,Heiligenhaus,6.979219,51.330632,Nordrhein-Westfalen,Düsseldorf,Mettmann
1,OV,Nordrhein-Westfalen,Düsseldorf,Hilden,OHID,01.08.1990,Der Ortsbeauftragte für Hilden,,Auf dem Sand 20 a,40721,Hilden,6.92315,51.1761,Nordrhein-Westfalen,Düsseldorf,Mettmann
1,OV,Nordrhein-Westfalen,Düsseldorf,Mülheim,OMHM,05.07.1952,Der Ortsbeauftragte für Mülheim,,Düsseldorfer Straße 223,45481,Mülheim an der Ruhr,6.868316,51.412559,Nordrhein-Westfalen,Düsseldorf,Mülheim an der Ruhr
1,OV,Nordrhein-Westfalen,Düsseldorf,Ratingen,ORGN,08.07.1971,Der Ortsbeauftragte für Ratingen,,Hülsenbergweg 103,40885,Ratingen,6.841176,51.330244,Nordrhein-Westfalen,Düsseldorf,Mettmann
1,OV,Nordrhein-Westfalen,Düsseldorf,Solingen,OSOG,03.06.1953,Der Ortsbeauftragte für Solingen,,Lüneschloßstraße 30,42657,Solingen,7.084496,51.16313,Nordrhein-Westfalen,Düsseldorf,Solingen
1,OV,Nordrhein-Westfalen,Düsseldorf,Velbert,OVEL,01.01.1959,Der Ortsbeauftragte für Velbert,,Hixholzer Weg 22,42551,Velbert,7.061557,51.33078,Nordrhein-Westfalen,Düsseldorf,Mettmann
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Bottrop,OBTP,13.09.1953,Der Ortsbeauftragte für Bottrop,,Stenkhoffstraße 119a,46240,Bottrop,6.932823,51.555869,Nordrhein-Westfalen,Münster,Bottrop
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Castrop-Rauxel,OCRX,01.08.1952,Der Ortsbeauftragte für Castrop-Rauxel,,Oskarstraße 51 a,44579,Castrop-Rauxel,7.316009,51.583266,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Datteln,ODAT,01.01.1953,Der Ortsbeauftragte für Datteln,,Hafenstraße 35,45711,Datteln,7.3535,51.65616,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Essen,OESS,10.09.1952,Der Ortsbeauftragte für Essen,,Im Hesselbruch 5,45356,Essen,6.959612,51.486346,Nordrhein-Westfalen,Düsseldorf,Essen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Gelsenkirchen,OGLK,01.01.1952,Der Ortsbeauftragte für Gelsenkirchen,,Adenauerallee 100,45891,Gelsenkirchen,7.071368,51.562677,Nordrhein-Westfalen,Münster,Gelsenkirchen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Gladbeck/Dorsten,OGDO,01.01.1953,Der Ortsbeauftragte für Gladbeck-Dorsten,,Stollenstraße 15,45966,Gladbeck,6.967226,51.574058,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Haltern am See,OHLT,23.05.1962,Der Ortsbeauftragte für Haltern am See,,Annabergstraße 61,45721,Haltern am See,7.169968,51.733241,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Herten,OHTN,12.12.1956,Der Ortsbeauftragte für Herten,,Zum Bahnhof 14,45701,Herten,7.0829968,51.6019309,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Marl,OMRL,01.01.1953,Der Ortsbeauftragte für Marl,,Hülsbergstraße 1-3,45770,Marl,7.156275,51.657522,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Recklinghausen,OREC,01.01.1951,Der Ortsbeauftragte für Recklinghausen,,Carl-Still-Straße 14,45659,Recklinghausen,7.201447,51.587734,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Gelsenkirchen,Waltrop,OWTP,01.08.1959,Der Ortsbeauftragte für Waltrop,,Im Löhken 30 - 32,45731,Waltrop,7.420744,51.639078,Nordrhein-Westfalen,Münster,Recklinghausen
1,OV,Nordrhein-Westfalen,Köln,Bad Honnef,OBHF,17.05.1967,Der Ortsbeauftragte für Bad Honnef,,Quellenstraße 2,53604,Bad Honnef,7.219718,50.642752,Nordrhein-Westfalen,Köln,Rhein-Sieg-Kreis
1,OV,Nordrhein-Westfalen,Köln,Bergheim,OBGH,01.05.1955,Der Ortsbeauftragte für Bergheim,,Oswaldstraße 11,50126,Bergheim,6.620838,50.944992,Nordrhein-Westfalen,Köln,Rhein-Erft-Kreis
1,OV,Nordrhein-Westfalen,Köln,Bergisch Gladbach,OBGG,01.01.1965,Der Ortsbeauftragte für Bergisch Gladbach,,Romaneyer Straße 25,51467,Bergisch Gladbach,7.132529,51.004624,Nordrhein-Westfalen,Köln,Rheinisch-Bergischer Kreis
1,OV,Nordrhein-Westfalen,Köln,Beuel,OBEU,25.02.1953,Der Ortsbeauftragte für Beuel,,Beueler Straße 103,53229,Bonn,7.138087,50.752451,Nordrhein-Westfalen,Köln,Bonn
1,OV,Nordrhein-Westfalen,Köln,Bonn,OBNG,01.10.1952,Der Ortsbeauftragte für Bonn,,Am Dickobskreuz 8,53121,Bonn,7.075058,50.734952,Nordrhein-Westfalen,Köln,Bonn
1,OV,Nordrhein-Westfalen,Köln,Bornheim,OBOR,01.07.1986,Der Ortsbeauftragte für Bornheim,,Donnerbachweg 15,53332,Bornheim,6.948733,50.767904,Nordrhein-Westfalen,Köln,Rhein-Sieg-Kreis
