Sortierung,Ebene,Landesverband / Schule,Geschäftsstelle,Ortsverband,Kürzel,Gründungsdatum,Name 1,Name 2,Strasse,PLZ,Ort,Länge,Breite,Bundesland,Regierungsbezirk,Kreis
5,BuS,Hoya,,,SHOY,12.07.1959,Bundesschule Hoya,,Hasseler Steinweg 7,27318,Hoya,9.152903,52.80617,Niedersachsen, ,Nienburg (Weser)
5,BuS,Neuhausen,,,SNEU,08.07.1995,Bundesschule Neuhausen,,Novizenweg 1,73765,Neuhausen a.d.F.,9.279134,48.674511,Baden-Württemberg,Stuttgart,Esslingen
4,THW-Ltg.,,,,TLTG,22.08.1950,Leitung,,Provinzialstraße 93,53127,Bonn,7.068053,50.714905,Nordrhein-Westfalen,Köln,Bonn
4,THW-Ltg.,,,,TLTG,22.08.1950,Logistikzentrum,,Talburgstraße 52-54,42579,Heiligenhaus,6.953243,51.330348,Nordrhein-Westfalen,Düsseldorf,Mettmann
4,THW-Ltg.,,,,TLTG,22.08.1950,Zentrum für Auslandslogistik,,Heinrich-von-Brentano-Str. 1,55130,Mainz,8.2914,49.977945,Rheinland-Pfalz, ,Mainz
3,LV,Baden-Württemberg,,,LVBW,,Der Landesbeauftragte für Baden-Württemberg,,Burgholzstr. 31,70376,Stuttgart,9.207881,48.822025,Baden-Württemberg,Stuttgart,Stuttgart
3,LV,Bayern,,,LVBY,,Der Landesbeauftragte für Bayern,,Hedwig-Dransfeld-Allee 11,80637,München,11.543568,48.164242,Bayern,Oberbayern,München
3,LV,"Berlin, Brandenburg, Sachsen-Anhalt",,,LVBE,,"Der Landesbeauftragte für Berlin, Brandenburg, Sachsen-Anhalt",,Soorstraße 84,14050,Berlin,13.279033,52.516592,Berlin, ,Berlin
3,LV,"Bremen, Niedersachsen",,,LVNI,,"Der Landesbeauftragte für Bremen, Niedersachsen",,Kriegerstraße 1,30161,Hannover,9.742521,52.386472,Niedersachsen, ,Hannover
3,LV,"Hamburg, Mecklenburg-Vorpommern",,,LVSH,,"Der Landesbeauftragte für Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein",,Saarbrückenstraße 145,24114,Kiel,10.1055629,54.31009,Schleswig-Holstein, ,Kiel
3,LV,"Hessen, Rheinland-Pfalz, Saarland",,,LVRP,,"Der Landesbeauftragte für Hessen, Rheinland-Pfalz, Saarland",,Heinrich-von-Brentano-Str. 1,55130,Mainz,8.2914,49.977945,Rheinland-Pfalz, ,Mainz
3,LV,Nordrhein-Westfalen,,,LVNW,,Der Landesbeauftragte für Nordrhein-Westfalen,,Talburgstraße 52-54,42579,Heiligenhaus,6.953243,51.330348,Nordrhein-Westfalen,Düsseldorf,Mettmann
3,LV,"Sachsen, Thüringen",,,LVTH,28.06.1996,"Die Landesbeauftragte für Sachsen, Thüringen",,Geschwister-Scholl-Straße 2,4600,Altenburg,12.431563,50.98144,Thüringen, ,Altenburger Land
2,GSt,Baden-Württemberg,Biberach,,GBIB,,Landesverband Baden-Württemberg,Geschäftsstelle Biberach,Rolf-Keller-Platz 2,88400,Biberach/Riß,9.807007,48.09554,Baden-Württemberg,Tübingen,Biberach
2,GSt,Baden-Württemberg,Freiburg,,GFRE,,Landesverband Baden-Württemberg,Geschäftsstelle Freiburg,Hermann-Mitsch-Straße 21,79108,Freiburg i.B.,7.837703,48.025692,Baden-Württemberg,Freiburg,Freiburg i.B.
2,GSt,Baden-Württemberg,Göppingen,,GGOE,,Landesverband Baden-Württemberg,Geschäftsstelle Göppingen,Manfred-Wörner-Straße 180,73037,Göppingen,9.68833,48.767,Baden-Württemberg,Stuttgart,Göppingen
2,GSt,Baden-Württemberg,Heilbronn,,GHBR,,Landesverband Baden-Württemberg,Geschäftsstelle Heilbronn,Kreuzenstraße 98,74076,Heilbronn,9.225508,49.1603,Baden-Württemberg,Stuttgart,Heilbronn
2,GSt,Baden-Württemberg,Karlsruhe,,GKAR,,Landesverband Baden-Württemberg,Geschäftsstelle Karlsruhe,Grünhutstraße 9,76187,Karlsruhe,8.351439,49.03906,Baden-Württemberg,Karlsruhe,Karlsruhe
2,GSt,Baden-Württemberg,Mannheim,,GMAN,,Landesverband Baden-Württemberg,Geschäftsstelle Mannheim,Saarburger Ring 57 - 59,68229,Mannheim,8.5705373,49.4410215,Baden-Württemberg,Karlsruhe,Mannheim
2,GSt,Baden-Württemberg,Stuttgart,,GSTU,,Landesverband Baden-Württemberg,Geschäftsstelle Stuttgart,Burgholzstr. 31,70376,Stuttgart,9.207881,48.822025,Baden-Württemberg,Stuttgart,Stuttgart
2,GSt,Baden-Württemberg,Tübingen,,GTUE,,Landesverband Baden-Württemberg,Geschäftsstelle Tübingen,Hegelstraße 1/1,72072,Tübingen,9.057294,48.51505,Baden-Württemberg,Tübingen,Tübingen
2,GSt,Baden-Württemberg,Villingen-Schwenningen,,GVIS,,Landesverband Baden-Württemberg,Geschäftsstelle Villingen-Schwenningen,Oberdorfstraße 58,78054,Villingen-Schwenningen,8.525689,48.062741,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis
2,GSt,Bayern,Bad Tölz,,GTOE,,Landesverband Bayern,Geschäftsstelle Bad Tölz,Förchenholzstraße 10,83646,Bad Tölz,11.554101,47.775809,Bayern,Oberbayern,Bad Tölz-Wolfratshausen
2,GSt,Bayern,Bamberg,,GBAM,,Landesverband Bayern,Geschäftsstelle Bamberg,Am Klingen 2,96149,Breitengüßbach,10.88863,49.968465,Bayern,Oberfranken,Bamberg
2,GSt,Bayern,Hof,,GHOF,,Landesverband Bayern,Geschäftsstelle Hof,Lessingstraße 37,95028,Hof,11.913409,50.324631,Bayern,Oberfranken,Hof
2,GSt,Bayern,Ingolstadt,,GING,,Landesverband Bayern,Geschäftsstelle Ingolstadt,Marie-Curie-Straße 33,85055,Ingolstadt,11.482123,48.786696,Bayern,Oberbayern,Ingolstadt
2,GSt,Bayern,Karlstadt,,GKST,,Landesverband Bayern,Geschäftsstelle Karlstadt,Johann-von-Korb-Straße 3,97753,Karlstadt,9.769274,49.960095,Bayern,Unterfranken,Main-Spessart
2,GSt,Bayern,Kempten,,GKEM,,Landesverband Bayern,Geschäftsstelle Kempten,Madlenerstraße 8,87439,Kempten (Allgäu),10.313142,47.732682,Bayern,Schwaben,Kempten (Allgäu)
2,GSt,Bayern,Mühldorf,,GMUE,,Landesverband Bayern,Geschäftsstelle Mühldorf,Färberstraße 13,84453,Mühldorf,12.504246,48.247446,Bayern,Oberbayern,Mühldorf a. Inn
2,GSt,Bayern,München,,GMUC,,Landesverband Bayern,Geschäftsstelle München,Unterbiberger Straße 5,81737,München,11.628619,48.093372,Bayern,Oberbayern,München
2,GSt,Bayern,Nürnberg,,GNUE,,Landesverband Bayern,Geschäftsstelle Nürnberg,Tillypark 200,90431,Nürnberg,11.034308,49.435229,Bayern,Mittelfranken,Nürnberg
2,GSt,Bayern,Schwandorf,,GSCH,,Landesverband Bayern,Geschäftsstelle Schwandorf,Bei der Autobahnmeisterei 3,92421,Schwandorf,12.15051,49.317088,Bayern,Oberpfalz,Schwandorf
2,GSt,Bayern,Straubing,,GSTR,,Landesverband Bayern,Geschäftsstelle Straubing,Siemensstraße 15a,94315,Straubing,12.578509,48.87031,Bayern,Niederbayern,Straubing
2,GSt,"Berlin, Brandenburg, Sachsen-Anhalt",Berlin,,GBER,,"Länderverband Berlin, Brandenburg, Sachsen-Anhalt",Geschäftsstelle Berlin,Soorstraße 84,14050,Berlin,13.279033,52.516592,Berlin, ,Berlin
2,GSt,"Berlin, Brandenburg, Sachsen-Anhalt",Frankfurt (Oder),,GFOD,,"Länderverband Berlin, Brandenburg, Sachsen-Anhalt",Geschäftsstelle Frankfurt (Oder),Mozartstraße 12 a,15234,Frankfurt (Oder),14.491022,52.352745,Brandenburg, ,Frankfurt (Oder)
2,GSt,"Berlin, Brandenburg, Sachsen-Anhalt",Halle,,GHAL,,"Länderverband Berlin, Brandenburg, Sachsen-Anhalt",Geschäftsstelle Halle,Murmansker Straße 15,6130,Halle (Saale),11.968584,51.451458,Sachsen-Anhalt, ,Halle (Saale)
2,GSt,"Berlin, Brandenburg, Sachsen-Anhalt",Magdeburg,,GMGB,16.11.1991,"Länderverband Berlin, Brandenburg, Sachsen-Anhalt",Geschäftsstelle Magdeburg,An der Enckekaserne 7,39110,Magdeburg,11.5689421433323,52.1280056205086,Sachsen-Anhalt, ,Magdeburg
2,GSt,"Berlin, Brandenburg, Sachsen-Anhalt",Potsdam,,GPOT,,"Länderverband Berlin, Brandenburg, Sachsen-Anhalt",Geschäftsstelle Potsdam,Heinrich-Zille-Straße 2,14532,Stahnsdorf,13.195539,52.385822,Brandenburg, ,Potsdam-Mittelmark
2,GSt,"Bremen, Niedersachsen",Braunschweig,,GBRA,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Braunschweig,Ludwig-Winter-Straße 11,38120,Braunschweig,10.494947,52.251018,Niedersachsen, ,Braunschweig
2,GSt,"Bremen, Niedersachsen",Bremen,,GHBN,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Bremen,Togostraße 44,28239,Bremen,8.742735,53.125326,Bremen, ,Bremen
2,GSt,"Bremen, Niedersachsen",Buxtehude,,GBUX,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Buxtehude,Helga-Wex-Platz 2,21614,Buxtehude,9.682378,53.4617,Niedersachsen, ,Stade
2,GSt,"Bremen, Niedersachsen",Göttingen,,GGOT,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Göttingen,Kasseler Landstraße 27,37081,Göttingen,9.901342,51.531494,Niedersachsen, ,Göttingen
2,GSt,"Bremen, Niedersachsen",Hannover,,GHAN,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Hannover,Wiesenauer Straße 14,30179,Hannover,9.718514,52.425849,Niedersachsen, ,Hannover
2,GSt,"Bremen, Niedersachsen",Lingen,,GLIN,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Lingen,Feuerdornstraße 3,49808,Lingen (Ems),7.286924,52.512553,Niedersachsen, ,Emsland
2,GSt,"Bremen, Niedersachsen",Oldenburg,,GOLD,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Oldenburg,Artillerieweg 59,26129,Oldenburg (Oldb),8.187573,53.15234,Niedersachsen, ,Oldenburg (Oldb)
2,GSt,"Bremen, Niedersachsen",Verden,,GVER,,"Länderverband Bremen, Niedersachsen",Geschäftsstelle Verden,Clüversweg 4,27283,Verden,9.242136,52.912982,Niedersachsen, ,Verden
2,GSt,"Hamburg, Mecklenburg-Vorpommern",Hamburg,,GHHB,,"Länderverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein",Geschäftsstelle Hamburg,Carl-Cohn-Straße 36-38,22297,Hamburg,10.007855,53.604467,Hamburg, ,Hamburg
2,GSt,"Hamburg, Mecklenburg-Vorpommern",Lübeck,,GHLB,,"Länderverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein",Geschäftsstelle Lübeck,Vorwerker Straße 141,23554,Lübeck,10.677595,53.900035,Schleswig-Holstein, ,Lübeck
2,GSt,"Hamburg, Mecklenburg-Vorpommern",Neumünster,,GITZ,,"Länderverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein",Geschäftsstelle Neumünster,Niebüller Straße 34-36,24537,Neumünster,9.939899,54.063815,Schleswig-Holstein, ,Neumünster
2,GSt,"Hamburg, Mecklenburg-Vorpommern",Schleswig,,GSLG,,"Länderverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein",Geschäftsstelle Schleswig,Agnes-Pockels-Straße 7,24837,Schleswig,9.586086,54.541887,Schleswig-Holstein, ,Schleswig-Flensburg
2,GSt,"Hamburg, Mecklenburg-Vorpommern",Schwerin,,GSWN,,"Länderverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein",Geschäftsstelle Schwerin,Mettenheimer Straße 7,19061,Schwerin,11.419093,53.599669,Mecklenburg-Vorpommern, ,Schwerin
2,GSt,"Hamburg, Mecklenburg-Vorpommern",Stralsund,,GSTD,,"Länderverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein",Geschäftsstelle Stralsund,Rudenstraße 18,18439,Stralsund,13.123274,54.306701,Mecklenburg-Vorpommern, ,Stralsund
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Bad Kreuznach,,GBKN,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Bad Kreuznach,Otto-Meffert-Straße 6,55543,Bad Kreuznach,7.87349824800191,49.8290324654719,Rheinland-Pfalz, ,Bad Kreuznach
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Darmstadt,,GDAR,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Darmstadt,Eschollbrücker Straße 24,64295,Darmstadt,8.639754,49.861707,Hessen,Darmstadt,Darmstadt
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Frankfurt,,GFRA,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Frankfurt,Königsberger Straße 8,60487,Frankfurt am Main,8.624585,50.127932,Hessen,Darmstadt,Frankfurt am Main
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Gelnhausen,,GGEL,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Gelnhausen,Cassebeerstraße 9,63571,Gelnhausen,9.174731,50.205611,Hessen,Darmstadt,Main-Kinzig-Kreis
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Gießen,,GGIE,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Gießen,Erdkauter Weg 20,35392,Gießen,8.682625,50.571493,Hessen,Gießen,Gießen
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Homberg,,GHOM,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Homberg,Schlesierweg 8-10,34576,Homberg,9.39416,51.03277,Hessen,Kassel,Schwalm-Eder-Kreis
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Koblenz,,GKOB,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Koblenz,Von-Kuhl-Straße 3,56070,Koblenz,7.579324,50.379135,Rheinland-Pfalz, ,Koblenz
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Merzig,,GMER,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Merzig,Im Holzhau 4,66663,Merzig,6.622292,49.45894,Saarland, ,Merzig-Wadern
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Neustadt a.d.W.,,GNAW,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Neustadt a.d.W,Flugplatzstraße 90,67435,Neustadt a. d. Weinstraße,8.218847,49.323993,Rheinland-Pfalz, ,Neustadt a. d. Weinstraße
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Saarbrücken,,GSAA,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Saarbrücken,Metzer Straße 153,66117,Saarbrücken,6.957129,49.20467,Saarland, ,Stadtverband Saarbrücken
2,GSt,"Hessen, Rheinland-Pfalz, Saarland",Trier,,GTRI,,"Länderverband Hessen, Rheinland-Pfalz, Saarland",Geschäftsstelle Trier,Peter-Schroeder-Straße 16,54294,Trier,6.616267,49.751497,Rheinland-Pfalz, ,Trier
2,GSt,Nordrhein-Westfalen,Aachen,,GAAC,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Aachen,Eckenerstraße 52,52078,Aachen,6.158488,50.756488,Nordrhein-Westfalen,Köln,Aachen
2,GSt,Nordrhein-Westfalen,Arnsberg,,GARN,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Arnsberg,Niedereimerfeld 19b,59823,Arnsberg,8.038909,51.421216,Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis
2,GSt,Nordrhein-Westfalen,Bielefeld,,GBIE,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Bielefeld,Friedrich-Hagemann-Straße 32,33719,Bielefeld,8.583076,52.01628,Nordrhein-Westfalen,Detmold,Bielefeld
2,GSt,Nordrhein-Westfalen,Bochum,,GBOC,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Bochum,Harpener Feld 5,44805,Bochum,7.258699,51.498234,Nordrhein-Westfalen,Arnsberg,Bochum
2,GSt,Nordrhein-Westfalen,Dortmund,,GDOR,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Dortmund,Niedersachsenweg 14,44143,Dortmund,7.525417,51.528822,Nordrhein-Westfalen,Arnsberg,Dortmund
2,GSt,Nordrhein-Westfalen,Düsseldorf,,GDUE,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Düsseldorf,Kaiserswerther Str. 83b,40878,Ratingen,6.953243,51.330348,Nordrhein-Westfalen,Düsseldorf,Mettmann
2,GSt,Nordrhein-Westfalen,Gelsenkirchen,,GGKN,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Gelsenkirchen,Adenauerallee 100,45891,Gelsenkirchen,7.071368,51.562677,Nordrhein-Westfalen,Münster,Gelsenkirchen
2,GSt,Nordrhein-Westfalen,Köln,,GKOE,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Köln,Ostmerheimer Straße 202,51109,Köln,7.050342,50.934194,Nordrhein-Westfalen,Köln,Köln
2,GSt,Nordrhein-Westfalen,Mönchengladbach,,GMOE,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Mönchengladbach,Lilienthalstraße 31,41069,Mönchengladbach,6.399821,51.177072,Nordrhein-Westfalen,Düsseldorf,Mönchengladbach
2,GSt,Nordrhein-Westfalen,Münster,,GMST,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Münster,An den Speichern 3,48157,Münster,7.634576,51.995715,Nordrhein-Westfalen,Münster,Münster
2,GSt,Nordrhein-Westfalen,Olpe,,GOLP,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Olpe,Friedrichsthaler Straße 8a,57462,Olpe,7.837142,51.007374,Nordrhein-Westfalen,Arnsberg,Olpe
2,GSt,Nordrhein-Westfalen,Wesel,,GWES,,Landesverband Nordrhein-Westfalen,Geschäftsstelle Wesel,Kanonenberge 4,46487,Wesel,6.595044,51.691143,Nordrhein-Westfalen,Düsseldorf,Wesel
2,GSt,"Sachsen, Thüringen",Chemnitz,,GCHE,27.03.1996,"Länderverband Sachsen, Thüringen",Geschäftsstelle Chemnitz,Max-Saupe-Straße 41 e,9131,Chemnitz,12.952892,50.871017,Sachsen,Chemnitz,Chemnitz
2,GSt,"Sachsen, Thüringen",Dresden,,GDRE,01.01.1993,"Länderverband Sachsen, Thüringen",Geschäftsstelle Dresden,Fabricestraße 5,1099,Dresden,13.75482,51.081478,Sachsen,Dresden,Dresden
2,GSt,"Sachsen, Thüringen",Erfurt,,GERF,01.02.1993,"Länderverband Sachsen, Thüringen",Geschäftsstelle Erfurt,Drosselbergstrasse 4,99097,Erfurt,11.048086,50.95113,Thüringen, ,Erfurt
2,GSt,"Sachsen, Thüringen",Leipzig,,GLEI,01.06.1992,"Länderverband Sachsen, Thüringen",Geschäftsstelle Leipzig,Eichendorff-Straße 9,4277,Leipzig,12.373852,51.313811,Sachsen,Leipzig,Leipzig
1,OV,Baden-Württemberg,Biberach,Biberach/Riß,OBIB,11.03.1954,Der Ortsbeauftragte für Biberach/Riß,,Ritter von Essendorf Straße 53,88400,Biberach/Riß,9.768922,48.095552,Baden-Württemberg,Tübingen,Biberach
1,OV,Baden-Württemberg,Biberach,Blaubeuren,OBLA,20.11.1971,Der Ortsbeauftragte für Blaubeuren,,Leinenstraße 17,89143,Blaubeuren,9.760349,48.428424,Baden-Württemberg,Tübingen,Alb-Donau-Kreis
1,OV,Baden-Württemberg,Biberach,Ehingen,OEHI,28.10.1966,Der Ortsbeauftragte für Ehingen,,Berkacher Straße 64,89584,Ehingen,9.730791,48.293221,Baden-Württemberg,Tübingen,Alb-Donau-Kreis
1,OV,Baden-Württemberg,Biberach,Friedrichshafen,OFRH,28.01.1953,Der Ortsbeauftragte für Friedrichshafen,,Großbuch 3,88074,Meckenbeuren,9.518803,47.677723,Baden-Württemberg,Tübingen,Bodenseekreis
1,OV,Baden-Württemberg,Biberach,Pfullendorf,OPFU,13.05.1986,Der Ortsbeauftragte für Pfullendorf,,Jakobsweg 1,88630,Pfullendorf,9.259152,47.919667,Baden-Württemberg,Tübingen,Sigmaringen
1,OV,Baden-Württemberg,Biberach,Riedlingen,ORIE,21.07.1967,Der Ortsbeauftragte für Riedlingen,,De Pay Straße 4,88499,Riedlingen,9.483093,48.15025,Baden-Württemberg,Tübingen,Biberach
1,OV,Baden-Württemberg,Biberach,Überlingen,OUEB,03.07.1968,Der Ortsbeauftragte für Überlingen,,Zum Degenhardt 6,88662,Überlingen,9.195879,47.777359,Baden-Württemberg,Tübingen,Bodenseekreis
1,OV,Baden-Württemberg,Biberach,Ulm,OULM,01.01.1952,Der Ortsbeauftragte für Ulm,,Am Sandhaken 34,89079,Ulm,9.964139,48.364593,Baden-Württemberg,Tübingen,Ulm
1,OV,Baden-Württemberg,Biberach,Wangen,OWAN,20.01.1956,Der Ortsbeauftragte für Wangen,,Herfatz 32,88239,Wangen,9.814789,47.705686,Baden-Württemberg,Tübingen,Ravensburg
1,OV,Baden-Württemberg,Biberach,Weingarten,OWEI,28.11.1952,Der Ortsbeauftragte für Weingarten,,Weltestraße 9,88250,Weingarten,9.631527,47.819437,Baden-Württemberg,Tübingen,Ravensburg
1,OV,Baden-Württemberg,Freiburg,Achern,OACH,01.06.1959,Der Ortsbeauftragte für Achern,,Franz-John-Straße 15,77855,Achern,8.05589,48.630726,Baden-Württemberg,Freiburg,Ortenaukreis
1,OV,Baden-Württemberg,Freiburg,Biberach/BD.,OBID,04.11.1969,Der Ortsbeauftragte für Biberach/Bd.,,Schmelzhöfestraße 1,77781,Biberach,8.032046,48.335062,Baden-Württemberg,Freiburg,Ortenaukreis
1,OV,Baden-Württemberg,Freiburg,Breisach,OBRE,09.11.1966,Der Ortsbeauftragte für Breisach,,Müllheimer Straße 7,79206,Breisach,7.580712,48.039157,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald
1,OV,Baden-Württemberg,Freiburg,Emmendingen,OEMM,25.12.1965,Der Ortsbeauftragte für Emmendingen,,Einfangweg 3,79341,Kenzingen,7.766606,48.186138,Baden-Württemberg,Freiburg,Emmendingen
1,OV,Baden-Württemberg,Freiburg,Freiburg,OFRE,09.07.1952,Der Ortsbeauftragte für Freiburg,,Hermann-Mitsch-Straße 21,79108,Freiburg i.B.,7.837703,48.025692,Baden-Württemberg,Freiburg,Freiburg i.B.
1,OV,Baden-Württemberg,Freiburg,Kehl,OKEH,09.04.1954,Der Ortsbeauftragte für Kehl,,Hafenstraße 48,77694,Kehl,7.817796,48.597968,Baden-Württemberg,Freiburg,Ortenaukreis
1,OV,Baden-Württemberg,Freiburg,Lahr,OLAR,14.01.1954,Der Ortsbeauftragte für Lahr,,Rainer-Haungs-Straße 22,77933,Lahr,7.827358,48.35444,Baden-Württemberg,Freiburg,Ortenaukreis
1,OV,Baden-Württemberg,Freiburg,Lörrach,OLOE,18.08.1952,Der Ortsbeauftragte für Lörrach,,Wölblinstraße 53,79539,Lörrach,7.654387,47.618131,Baden-Württemberg,Freiburg,Lörrach
1,OV,Baden-Württemberg,Freiburg,Müllheim,OMLH,01.12.1967,Der Ortsbeauftragte für Müllheim,,Neuenburger Straße 11,79379,Müllheim,7.593111,47.81086,Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald
1,OV,Baden-Württemberg,Freiburg,Offenburg,OOFF,05.09.1952,Der Ortsbeauftragte für Offenburg,,Eckenerstraße 8,77652,Offenburg,7.946018,48.488461,Baden-Württemberg,Freiburg,Ortenaukreis
1,OV,Baden-Württemberg,Freiburg,Rheinfelden,ORHE,08.02.1953,Der Ortsbeauftragte für Rheinfelden,,Römerstraße 96,79618,Rheinfelden,7.796207,47.571796,Baden-Württemberg,Freiburg,Lörrach
1,OV,Baden-Württemberg,Freiburg,Schopfheim,OSPF,27.10.1952,Der Ortsbeauftragte für Schopfheim,,Grienmatt 27B,79650,Schopfheim,7.833426,47.6622,Baden-Württemberg,Freiburg,Lörrach
1,OV,Baden-Württemberg,Göppingen,Aalen,OAAL,14.11.1952,Der Ortsbeauftragte für Aalen,,Robert-Bosch-Straße 9,73431,Aalen,10.077658,48.826095,Baden-Württemberg,Stuttgart,Ostalbkreis
1,OV,Baden-Württemberg,Göppingen,Ellwangen,OELL,27.08.1952,Der Ortsbeauftragte für Ellwangen,,Dr. Adolf-Schneider-Str. 13/1,73479,Ellwangen,10.165237,48.955394,Baden-Württemberg,Stuttgart,Ostalbkreis
1,OV,Baden-Württemberg,Göppingen,Geislingen,OGEI,14.07.1953,Der Ortsbeauftragte für Geislingen,,Rheinlandstraße 106,73312,Geislingen,9.819067,48.629135,Baden-Württemberg,Stuttgart,Göppingen
1,OV,Baden-Württemberg,Göppingen,Göppingen,OGOE,22.11.1952,Der Ortsbeauftragte für Göppingen,,Manfred-Wörner-Straße 180,73037,Göppingen,9.68833,48767,Baden-Württemberg,Stuttgart,Göppingen
1,OV,Baden-Württemberg,Göppingen,Gruibingen,OGRU,01.04.1976,Der Ortsbeauftragte für Gruibingen,,Riederweg 6,73344,Gruibingen,9.6376031,48.6029647,Baden-Württemberg,Stuttgart,Göppingen
1,OV,Baden-Württemberg,Göppingen,Heidenheim,OHEI,16.01.1953,Der Ortsbeauftragte für Heidenheim,,In den Seewiesen 24,89520,Heidenheim an der Brenz,10.16358,48.693855,Baden-Württemberg,Stuttgart,Heidenheim
1,OV,Baden-Württemberg,Göppingen,Kirchheim/Teck,OKIR,08.12.1965,Der Ortsbeauftragte für Kirchheim/Teck,,Henriettenstraße 88/1,73230,Kirchheim/Teck,9.43598,48.650434,Baden-Württemberg,Stuttgart,Esslingen
1,OV,Baden-Württemberg,Göppingen,Neuhausen,ONEU,01.04.1974,Der Ortsbeauftragte für Neuhausen,,Novizenweg 1,73765,Neuhausen a.d.F.,9.279134,48.674511,Baden-Württemberg,Stuttgart,Esslingen
1,OV,Baden-Württemberg,Göppingen,Ostfildern,OOST,10.11.1952,Der Ortsbeauftragte für Ostfildern,,Gehringstraße 3,73760,Ostfildern,9.265166,48.728962,Baden-Württemberg,Stuttgart,Esslingen
1,OV,Baden-Württemberg,Göppingen,Schwäbisch Gmünd,OGMU,09.12.1952,Der Ortsbeauftragte für Schwäbisch Gmünd,,Pfeilhalde 12,73529,Schwäbisch Gmünd,9.813743,48.786572,Baden-Württemberg,Stuttgart,Ostalbkreis
1,OV,Baden-Württemberg,Heilbronn,Crailsheim,OCRA,14.01.1953,Der Ortsbeauftragte für Crailsheim,,Burgbergstraße 41,74564,Crailsheim,10.053434,49.134441,Baden-Württemberg,Stuttgart,Schwäbisch Hall
1,OV,Baden-Württemberg,Heilbronn,Heilbronn,OHBR,25.02.1953,Der Ortsbeauftragte für Heilbronn,,Austraße 91,74076,Heilbronn,9.219308,49.162396,Baden-Württemberg,Stuttgart,Heilbronn
1,OV,Baden-Württemberg,Heilbronn,Igersheim,OBME,15.09.1969,Der Ortsbeauftragte für Igersheim,,Walter-Wittenstein-Straße 12,97999,Igersheim,9.85447,49.5357682,Baden-Württemberg,Stuttgart,Main-Tauber-Kreis
1,OV,Baden-Württemberg,Heilbronn,Künzelsau,OKUE,21.01.1966,Der Ortsbeauftragte für Künzelsau,,Gewann Wald 2,74653,Künzelsau,9.687887,49.279467,Baden-Württemberg,Stuttgart,Hohenlohekreis
